initialCost;totalEstFee
40000.00;625.50
100.00;280.00
8000.00;145.45
16200.00;548.60
0.00;200.00
0.00;664.00
0.00;160.00
0.00;220.00
0.00;160.00
3000.00;225.00
0.00;200.00
20000.00;389.50
1000.00;195.00
100.00;225.00
0.00;160.00
0.00;220.00
360000.00;3921.50
3000.00;225.00
6000.00;330.30
7689.00;265.90
6600.00;255.60
287000.00;3169.60
300000.00;3303.50
360000.00;3921.50
0.00;160.00
70000.00;934.50
0.00;180.00
375000.00;4076.00
68480.00;924.20
35000.00;574.00
0.00;250.00
17750.00;398.90
236000.00;2644.30
0.00;0.00
0.00;180.00
725000.00;7681.00
0.00;170.00
395000.00;4282.00
110000.00;1346.50
0.00;160.00
4000.00;245.00
1000.00;225.00
190064.00;2180.80
1226471.00;12916.60
80000.00;1037.50
0.00;160.00
92875.00;1171.40
1000.00;355.00
0.00;170.00
94989.00;1192.00
127043.00;1531.90
128292.00;1542.20
3000.00;225.00
3000.00;225.00
0.00;160.00
7600.00;265.90
210000.00;2376.50
25000.00;471.00
96600.00;1212.60
52000.00;749.10
12000.00;337.10
0.00;0.00
332952.00;1819.20
19000.00;409.20
4427.00;235.00
3000.00;195.00
6000.00;135.15
41000.00;635.80
8000.00;145.45
9000.00;306.20
7600.00;265.90
24000.00;460.70
0.00;400.00
5000.00;265.00
15000.00;368.00
188000.00;2149.90
204998.00;2485.00
45000.00;677.00
0.00;280.00
110000.00;1346.50
178875.00;2057.20
86000.00;1099.30
0.00;190.00
1000.00;225.00
305310.00;3365.30
2000.00;225.00
70000.00;934.50
0.00;420.00
639982.00;6805.50
4800.00;265.00
6986.00;285.60
60600.00;841.80
40000.00;625.50
3000.00;225.00
68000.00;913.90
0.00;160.00
40000.00;310.25
0.00;170.00
205000.00;2325.00
280000.00;3097.50
764500.00;8253.00
86000.00;1099.30
708792.00;7516.20
0.00;200.00
10500.00;326.80
31905.00;543.10
0.00;2432.92
184820.00;2119.00
9500.00;316.50
16000.00;378.30
0.00;292.00
1000.00;225.00
214000.00;2417.70
0.00;160.00
140000.00;1655.50
15400.00;378.30
90000.00;1140.50
3500.00;245.00
0.00;1200.00
56000.00;790.30
0.00;232.00
50000.00;728.50
0.00;0.00
163300.00;2820.38
415000.00;4488.00
71000.00;944.80
25000.00;601.00
5000.00;265.00
0.00;210.00
35000.00;284.50
0.00;160.00
30000.00;522.50
0.00;400.00
0.00;0.00
48000.00;707.90
495755.00;5377.30
0.00;100.00
48950.00;718.20
6242.00;285.60
7500.00;295.90
19085.00;419.50
80000.00;716.25
1000.00;195.00
0.00;160.00
19445.00;419.50
0.00;1955.72
4620.00;265.00
7630.00;295.90
120395.00;1459.80
0.00;200.00
78840.00;856.54
0.00;200.00
0.00;32314.36
0.00;0.00
1000.00;280.00
2500.00;195.00
2446860.00;25632.60
15000.00;338.00
0.00;274.00
0.00;320.00
7500.00;145.45
0.00;200.00
0.00;286.00
20000.00;419.50
22040.00;222.70
5000.00;265.00
84000.00;1078.70
24500.00;471.00
20720.00;429.80
10000.00;286.50
244617.00;2737.00
0.00;400.00
9000.00;150.60
88375.00;1130.20
90000.00;1140.50
691000.00;7330.80
0.00;180.00
0.00;360.00
0.00;0.00
30500.00;532.80
3000.00;225.00
2000.00;225.00
2137895.00;22234.90
280000.00;3257.50
18000.00;398.90
125000.00;1501.00
300000.00;3303.50
0.00;200.00
37900.00;299.95
8000.00;295.90
233900.00;2678.70
0.00;310.00
0.00;200.00
0.00;220.00
0.00;0.00
0.00;250.00
0.00;200.00
125000.00;1501.00
0.00;270.00
0.00;160.00
8000.00;145.45
107100.00;1325.90
25000.00;601.00
5000.00;265.00
8000.00;295.90
40000.00;755.50
94000.00;1181.70
4800.00;265.00
120000.00;1006.25
18000.00;398.90
54000.00;769.70
9200.00;316.50
20000.00;419.50
5499.00;275.30
82500.00;1068.40
152585.00;1789.40
72000.00;955.10
2000.00;225.00
48000.00;707.90
30313.00;532.80
101000.00;624.40
41500.00;646.10
105000.00;1295.00
1000.00;225.00
100.00;225.00
3500.00;215.00
4000.00;245.00
24300.00;471.00
36600.00;294.80
0.00;200.00
30100.00;532.80
330000.00;3612.50
68480.00;924.20
204000.00;1154.85
0.00;160.00
0.00;100.00
400000.00;4333.50
137254.00;1157.63
10000.00;316.50
50000.00;728.50
67800.00;913.90
35250.00;584.30
50000.00;728.50
1270500.00;13304.80
64750.00;439.00
38000.00;299.95
0.00;160.00
0.00;100.00
305000.00;3355.00
42000.00;539.35
160512.00;1871.80
110200.00;1356.80
12500.00;347.40
20000.00;367.25
25000.00;471.00
30000.00;522.50
40000.00;310.25
65305.00;893.30
0.00;260.00
15000.00;368.00
0.00;160.00
20000.00;419.50
10000.00;282.15
273000.00;3025.40
3000.00;225.00
13000.00;171.20
18300.00;409.20
464000.00;4992.70
21600.00;440.10
515000.00;5518.00
6558.00;285.60
32488.00;553.40
62746.00;862.40
0.00;160.00
30000.00;492.50
36000.00;639.30
0.00;160.00
0.00;400.00
35000.00;284.50
398615.00;4323.20
30000.00;492.50
48000.00;707.90
13000.00;347.40
3000.00;225.00
100000.00;1985.10
14220.00;341.50
322500.00;3700.40
0.00;160.00
30000.00;258.75
5000.00;170.00
10780.00;160.90
103810.00;1284.70
162041.00;1892.40
0.00;202.00
76000.00;996.30
100000.00;1243.50
9000.00;150.60
31000.00;532.80
228720.00;1483.60
66000.00;893.30
664000.00;3739.69
161000.00;1871.80
19000.00;202.10
0.00;160.00
0.00;190.00
66000.00;893.30
302180.00;3334.40
31800.00;543.10
10000.00;316.50
60000.00;831.50
100000.00;1243.50
9600.00;476.50
600000.00;6393.50
5000.00;265.00
1000.00;225.00
7000.00;285.60
0.00;250.00
5000.00;265.00
3500.00;245.00
3222565.00;33410.40
32000.00;543.10
40000.00;625.50
15000.00;181.50
100000.00;1243.50
80000.00;1092.50
66000.00;893.30
13600.00;357.70
19480.00;419.50
22500.00;450.40
19800.00;419.50
0.00;320.00
0.00;170.00
0.00;654.00
400000.00;4333.50
1000.00;225.00
33000.00;553.40
0.00;420.00
65900.00;893.30
25000.00;471.00
10200.00;326.80
20000.00;419.50
0.00;0.00
0.00;0.00
25000.00;471.00
1000.00;195.00
308201.00;3396.20
44600.00;677.00
36000.00;584.30
10000.00;387.75
0.00;160.00
55400.00;790.30
73000.00;965.40
7000.00;140.30
1000.00;195.00
45000.00;677.00
38000.00;604.90
0.00;446.00
221300.00;2500.10
200.00;225.00
0.00;160.00
82000.00;1058.10
143000.00;1686.40
2400.00;225.00
6000.00;275.30
3000.00;225.00
0.00;8472.14
20000.00;474.50
20000.00;549.50
58500.00;821.20
6000.00;275.30
2500.00;225.00
110000.00;1346.50
15000.00;368.00
933000.00;9823.40
110000.00;1346.50
183000.00;2098.40
325000.00;3561.00
53200.00;769.70
0.00;260.00
40000.00;625.50
7700.00;295.90
36500.00;594.60
0.00;180.00
0.00;160.00
0.00;220.00
35000.00;574.00
3000.00;225.00
14400.00;181.50
1000.00;225.00
44000.00;826.70
0.00;320.00
106633.00;1315.60
9000.00;306.20
32373.00;274.20
0.00;230.00
5000.00;435.00
33000.00;553.40
150000.00;1758.50
29000.00;512.20
7000.00;140.30
8000.00;295.90
75000.00;986.00
10000.00;316.50
35400.00;584.30
170000.00;1964.50
42060.00;656.40
35000.00;574.00
20000.00;419.50
0.00;170.00
0.00;2784.00
69270.00;934.50
18220.00;202.10
75000.00;490.50
45000.00;677.00
15000.00;368.00
82500.00;1068.40
0.00;250.00
0.00;160.00
0.00;160.00
10000.00;316.50
7500.00;295.90
40000.00;625.50
71500.00;955.10
50000.00;888.50
35000.00;574.00
26600.00;443.30
0.00;170.00
250000.00;2788.50
300000.00;3303.50
20000.00;247.25
20000.00;419.50
1836000.00;19124.30
0.00;100.00
0.00;100.00
22500.00;450.40
0.00;572.30
0.00;160.00
0.00;180.00
0.00;160.00
225000.00;2531.00
20000.00;419.50
200000.00;2273.50
0.00;100.00
80000.00;1076.25
0.00;160.00
451000.00;4858.80
76000.00;996.30
117500.00;1428.90
8500.00;306.20
0.00;420.00
50000.00;698.50
375000.00;4236.00
6000.00;275.30
0.00;800.00
0.00;130.00
35000.00;574.00
0.00;170.00
4000.00;245.00
0.00;125.84
10000.00;316.50
8500.00;306.20
100000.00;1243.50
73000.00;935.40
51000.00;738.80
105000.00;1295.00
3000.00;225.00
0.00;160.00
300000.00;3303.50
2000.00;225.00
35000.00;574.00
163500.00;1902.70
24000.00;460.70
40000.00;625.50
0.00;420.00
3500000.00;36263.50
5000.00;265.00
850000.00;8968.50
171145.00;1985.10
3000.00;225.00
8500.00;150.60
20000.00;419.50
50000.00;698.50
100000.00;1448.50
30000.00;522.50
0.00;195.00
0.00;420.00
100000.00;1243.50
288466.00;3190.20
0.00;260.00
0.00;160.00
0.00;600.00
433700.00;6940.48
0.00;1256.00
0.00;160.00
75000.00;986.00
0.00;160.00
510000.00;5626.50
165000.00;1913.00
0.00;170.00
43650.00;666.70
100000.00;1243.50
54000.00;929.70
16125.00;388.60
0.00;480.00
99125.00;1243.50
0.00;100.00
500000.00;5363.50
76000.00;996.30
119340.00;1449.50
9080.00;316.50
0.00;200.00
332500.00;3643.40
76000.00;996.30
0.00;170.00
43650.00;666.70
100.00;195.00
0.00;260.00
0.00;100.00
660500.00;7021.80
0.00;160.00
0.00;160.00
43650.00;666.70
19000.00;379.20
0.00;1792.00
10000.00;316.50
0.00;260.00
15000.00;221.50
7000000.00;72313.50
15000.00;368.00
0.00;180.00
51100.00;749.10
17000.00;388.60
30000.00;522.50
0.00;160.00
0.00;200.00
25000.00;233.00
0.00;200.00
9000.00;361.20
0.00;160.00
0.00;160.00
20000.00;419.50
16000.00;378.30
57000.00;800.60
600000.00;6393.50
214500.00;2428.00
15000.00;368.00
0.00;170.00
60000.00;831.50
121745.00;1470.10
150000.00;1758.50
169000.00;1954.20
11800.00;337.10
171532.00;1985.10
25000.00;471.00
0.00;190.00
1000.00;225.00
0.00;160.00
20000.00;419.50
39000.00;615.20
52560.00;759.40
8500.00;306.20
395000.00;4282.00
20000.00;419.50
3000.00;225.00
0.00;200.00
200000.00;2273.50
0.00;0.00
3000.00;225.00
0.00;200.00
0.00;160.00
90000.00;1140.50
0.00;200.00
15000.00;368.00
0.00;170.00
40500.00;635.80
68480.00;924.20
0.00;0.00
161000.00;1871.80
7000.00;285.60
149200.00;1073.59
25000.00;471.00
200.00;225.00
11000.00;326.80
1000.00;225.00
20000.00;419.50
25000.00;471.00
127000.00;758.30
68536.00;924.20
23000.00;222.70
30000.00;492.50
97000.00;1212.60
0.00;780.56
3000.00;170.00
5500.00;275.30
5000.00;265.00
0.00;180.00
41700.00;646.10
35000.00;574.00
100000.00;1243.50
0.00;160.00
4000.00;245.00
1000.00;225.00
11250.00;166.05
61500.00;845.59
148250.00;1748.20
22000.00;440.10
3300.00;215.00
48665.00;718.20
0.00;100.00
65600.00;893.30
3000.00;225.00
0.00;1737.68
39500.00;625.50
0.00;940.00
40000.00;625.50
156600.00;912.80
1184860.00;12419.00
40000.00;785.50
60000.00;933.16
1000.00;225.00
200000.00;2273.50
58000.00;810.90
12800.00;347.40
37000.00;594.60
76175.00;1006.60
4000.00;245.00
10000.00;286.50
30000.00;492.50
5000.00;265.00
18600.00;409.20
0.00;0.00
0.00;180.00
4000.00;245.00
6020.00;285.60
12000.00;337.10
87850.00;1119.90
18000.00;398.90
124200.00;1501.00
300300.00;3313.80
60000.00;631.57
0.00;420.00
297000.00;3272.60
80000.00;1197.50
9600.00;316.50
86000.00;1099.30
0.00;160.00
126000.00;1511.30
31300.00;513.10
57590.00;402.95
108572.00;1336.20
15000.00;368.00
20000.00;419.50
0.00;320.00
19278.00;419.50
4000.00;245.00
83000.00;1068.40
0.00;320.00
6000.00;275.30
23000.00;450.40
12612.00;347.40
120000.00;1449.50
395353.00;2307.81
95000.00;1192.00
136724.00;1624.60
25000.00;233.00
107000.00;1315.60
25000.00;471.00
0.00;100.00
10000.00;446.50
16000.00;378.30
55469.00;392.65
3000.00;225.00
43360.00;330.85
11000.00;296.80
1500.00;225.00
30000.00;682.50
491220.00;5281.10
59000.00;821.20
20000.00;419.50
0.00;420.00
7500.00;295.90
252000.00;2809.10
128000.00;1531.90
110779.00;1356.80
1000.00;195.00
81250.00;526.55
30000.00;522.50
40000.00;755.50
60000.00;831.50
40500.00;635.80
0.00;260.00
38268.00;305.10
60000.00;831.50
31000.00;532.80
0.00;400.00
5000.00;265.00
1000.00;225.00
100000.00;892.05
9600.00;316.50
20000.00;419.50
10000.00;316.50
0.00;638.84
0.00;160.00
10000.00;195.75
35000.00;574.00
53000.00;397.96
99000.00;1233.20
1000.00;225.00
0.00;1176.00
200.00;225.00
12784.00;347.40
0.00;0.00
20000.00;419.50
8000.00;455.90
15000.00;368.00
34000.00;563.70
3000.00;225.00
0.00;230.00
1000.00;195.00
0.00;728.24
4800.00;265.00
29430.00;258.75
0.00;1280.00
330000.00;3612.50
75000.00;986.00
70000.00;934.50
26733.00;491.60
1000.00;225.00
50000.00;728.50
1000.00;225.00
35000.00;574.00
27700.00;501.90
14000.00;357.70
496000.00;5322.30
33000.00;553.40
10000.00;155.75
15000.00;368.00
5000.00;300.00
27370.00;501.90
3000.00;225.00
25000.00;233.00
0.00;160.00
0.00;160.00
0.00;200.00
0.00;25280.00
34000.00;563.70
0.00;130.00
6000.00;275.30
153000.00;1162.76
0.00;200.00
4000.00;130.00
1000.00;225.00
100000.00;1243.50
104000.00;1284.70
295000.00;3252.00
15000.00;368.00
266200.00;2963.60
185000.00;2119.00
5000.00;265.00
20000.00;419.50
0.00;160.00
14000.00;357.70
0.00;100.00
38000.00;299.95
65000.00;1043.00
3000.00;225.00
488800.00;2822.60
55000.00;780.00
0.00;100.00
500000.00;5363.50
36000.00;584.30
0.00;300.00
0.00;160.00
0.00;160.00
41000.00;635.80
15000.00;368.00
25370.00;481.30
200000.00;2273.50
40000.00;625.50
40000.00;625.50
31706.00;543.10
20500.00;429.80
66000.00;893.30
0.00;160.00
46000.00;341.15
66000.00;893.30
25000.00;471.00
2500.00;130.00
40000.00;625.50
40000.00;625.50
0.00;0.00
50000.00;728.50
65000.00;547.16
0.00;160.00
13600.00;327.70
23200.00;460.70
720.00;225.00
31680.00;269.05
0.00;160.00
20000.00;389.50
21600.00;440.10
3000.00;225.00
0.00;160.00
0.00;0.00
275000.00;3046.00
40000.00;625.50
3500000.00;36263.50
10000.00;371.50
46000.00;687.30
0.00;160.00
30000.00;522.50
135130.00;5436.54
12000.00;337.10
7000.00;285.60
12000.00;337.10
475000.00;5266.00
90000.00;1140.50
0.00;170.00
25000.00;441.00
7000.00;285.60
80000.00;1037.50
0.00;170.00
1109994.00;11646.50
0.00;420.00
83265.00;696.85
80000.00;1202.50
194100.00;3545.38
58000.00;865.90
0.00;702.20
0.00;687.20
0.00;100.00
1010000.00;10616.50
0.00;420.00
0.00;0.00
0.00;170.00
10000.00;316.50
33000.00;553.40
15000.00;368.00
0.00;2800.00
2650455.00;27648.80
47500.00;511.45
0.00;0.00
0.00;500.00
341000.00;3725.80
115000.00;1398.00
0.00;210.00
1111000.00;11656.80
13500.00;176.35
3000.00;225.00
61000.00;841.80
77000.00;976.60
77000.00;1006.60
0.00;230.00
0.00;248.00
56000.00;790.30
19700.00;419.50
28100.00;512.20
0.00;190.00
8500.00;171.84
455000.00;4900.00
260000.00;2891.50
12000.00;166.05
23000.00;450.40
1500.00;195.00
10000.00;316.50
120000.00;1449.50
205000.00;2325.00
7000.00;285.60
62390.00;862.40
0.00;160.00
6000.00;245.30
749600.00;7938.50
100.00;280.00
45000.00;677.00
10000.00;316.50
275000.00;3046.00
0.00;160.00
391000.00;4240.80
25000.00;233.00
10000.00;316.50
38000.00;604.90
67000.00;1063.60
10000.00;155.75
35000.00;574.00
186000.00;2129.30
0.00;160.00
58400.00;821.20
115000.00;1398.00
8400.00;306.20
352695.00;2256.24
100000.00;1243.50
0.00;0.00
7000.00;285.60
3000.00;195.00
0.00;360.00
1000.00;130.00
50000.00;728.50
50000.00;728.50
37768.00;299.95
40000.00;625.50
1000.00;225.00
1600.00;130.00
0.00;160.00
600000.00;6393.50
0.00;160.00
48800.00;718.20
3000.00;225.00
16150.00;388.60
77000.00;1006.60
3000.00;195.00
20000.00;419.50
0.00;270.00
13000.00;171.20
0.00;729.44
100.00;170.00
15000.00;368.00
0.00;0.00
0.00;1488.00
0.00;260.00
19200.00;419.50
200000.00;2273.50
210000.00;2376.50
0.00;130.00
4800.00;265.00
2485280.00;25874.30
0.00;0.00
0.00;160.00
25000.00;471.00
245500.00;2747.30
65000.00;883.00
100000.00;1243.50
350000.00;2378.71
1000.00;195.00
49000.00;718.20
36500.00;594.60
110000.00;1346.50
0.00;160.00
1000.00;225.00
25561.00;481.30
0.00;0.00
0.00;130.00
0.00;0.00
90000.00;1140.50
120000.00;1449.50
48000.00;707.90
36000.00;289.65
125000.00;1661.00
201000.00;2283.80
20000.00;419.50
110000.00;1346.50
169000.00;1954.20
10000.00;316.50
74000.00;975.70
0.00;880.00
1000000.00;10513.50
12000.00;337.10
750000.00;7938.50
100.00;195.00
3000.00;130.00
86000.00;1259.30
138400.00;820.10
45000.00;677.00
23500.00;460.70
0.00;250.00
26500.00;243.30
0.00;230.00
20000.00;419.50
40000.00;625.50
0.00;190.00
51000.00;738.80
20000.00;419.50
0.00;100.00
33000.00;274.20
71000.00;1104.80
0.00;200.00
0.00;170.00
1000.00;225.00
405000.00;4385.00
20000.00;549.50
110000.00;1346.50
7500.00;295.90
0.00;200.00
0.00;420.00
0.00;160.00
4000.00;245.00
50000.00;728.50
164698.00;1913.00
77500.00;1298.36
0.00;200.00
0.00;200.00
50200.00;708.80
0.00;200.00
83900.00;1078.70
32000.00;513.10
40000.00;625.50
7000.00;285.60
0.00;200.00
0.00;200.00
312000.00;3427.10
0.00;220.00
4427.00;235.00
0.00;220.00
0.00;170.00
25000.00;233.00
43200.00;666.70
0.00;420.00
0.00;22167.18
20000.00;419.50
250000.00;3108.18
18000.00;398.90
75000.00;986.00
0.00;0.00
40000.00;625.50
77000.00;976.60
339375.00;3875.50
16000.00;378.30
21600.00;440.10
63000.00;862.40
25550.00;451.30
0.00;160.00
0.00;170.00
30000.00;522.50
14000.00;487.70
0.00;160.00
0.00;200.00
0.00;200.00
6000.00;275.30
0.00;420.00
322000.00;3530.10
4000000.00;43093.34
0.00;256.00
0.00;200.00
1000.00;225.00
54000.00;769.70
2500.00;225.00
0.00;727.52
20000.00;419.50
23400.00;460.70
0.00;200.00
131000.00;778.90
85000.00;1089.00
47500.00;707.90
0.00;160.00
24200.00;471.00
14166.00;181.50
20000.00;389.50
8000.00;295.90
38150.00;615.20
32402.00;553.40
3000.00;225.00
83000.00;531.70
40000.00;625.50
44000.00;666.70
28000.00;248.45
5600.00;275.30
16135.00;388.60
28805.00;512.20
92880.00;1171.40
59000.00;821.20
5000.00;425.00
15000.00;368.00
0.00;260.00
8700.00;306.20
4500.00;265.00
35134.00;289.65
5000.00;130.00
0.00;160.00
65000.00;883.00
60000.00;831.50
1000.00;225.00
0.00;668.56
45000.00;677.00
65000.00;439.00
73500.00;485.35
1000.00;225.00
0.00;130.00
2335000.00;24264.00
0.00;200.00
0.00;200.00
0.00;170.00
0.00;240.00
0.00;340.00
70000.00;504.75
32050.00;553.40
18900.00;409.20
0.00;0.00
10000.00;316.50
42000.00;646.10
100788.00;1253.80
8500.00;306.20
0.00;160.00
30000.00;682.50
202500.00;2304.40
0.00;230.00
190170.00;2180.80
78000.00;1016.90
1000.00;225.00
15000.00;368.00
0.00;160.00
30000.00;522.50
29000.00;512.20
365200.00;3983.30
0.00;200.00
0.00;4257.08
66316.00;449.30
48000.00;707.90
23500.00;460.70
48500.00;718.20
0.00;852.56
0.00;268.00
1000.00;225.00
100000.00;1243.50
0.00;157.00
30000.00;522.50
154000.00;1799.70
0.00;14565.82
0.00;180.00
100.00;225.00
50000.00;728.50
10000.00;316.50
29750.00;522.50
0.00;160.00
14000.00;487.70
0.00;190.00
32500.00;553.40
21000.00;212.40
8000.00;295.90
48000.00;867.90
193344.00;2211.70
0.00;1452.44
0.00;200.00
180000.00;2067.50
65000.00;883.00
0.00;160.00
1136344.00;11979.60
40000.00;625.50
59622.00;413.25
7000.00;285.60
172500.00;1995.40
165000.00;1913.00
165075.00;1923.30
5000.00;265.00
25000.00;441.00
88612.00;1130.20
348750.00;3808.20
14500.00;181.50
0.00;420.00
0.00;420.00
0.00;160.00
8500.00;276.20
0.00;160.00
17155.00;398.90
6000.00;275.30
12000.00;166.05
26500.00;491.60
27000.00;491.60
11000.00;326.80
0.00;480.00
82000.00;526.55
73000.00;1125.40
18000.00;398.90
3000.00;225.00
32000.00;543.10
126725.00;1681.60
1239785.00;12985.50
75000.00;986.00
0.00;160.00
0.00;600.00
124904.00;1501.00
80000.00;1037.50
32000.00;269.05
9000.00;306.20
2000.00;225.00
30000.00;522.50
11250.00;337.10
100.00;130.00
9000.00;306.20
0.00;536.00
1000.00;225.00
20000.00;419.50
147900.00;1737.90
0.00;0.00
52000.00;749.10
30500.00;532.80
0.00;3148.50
0.00;160.00
89400.00;1140.50
608500.00;6486.20
16500.00;388.60
613546.00;6537.70
27000.00;651.60
12000.00;337.10
0.00;160.00
12000.00;337.10
0.00;472.00
35400.00;584.30
5000.00;130.00
55350.00;790.30
1000.00;225.00
0.00;420.00
61600.00;1012.10
10000.00;316.50
0.00;160.00
22680.00;222.70
172400.00;995.20
100.00;130.00
5000.00;265.00
17365.00;196.95
144000.00;7765.60
20000.00;419.50
0.00;420.00
100.00;130.00
1000.00;225.00
22500.00;450.40
7000.00;140.30
19000.00;409.20
172000.00;1985.10
7500.00;295.90
236000.00;2699.30
0.00;160.00
0.00;170.00
100.00;280.00
1000.00;225.00
60000.00;831.50
1000.00;225.00
2500.00;225.00
22000.00;440.10
305500.00;3365.30
157500.00;1840.90
36000.00;584.30
10000.00;316.50
34200.00;574.00
36500.00;594.60
159848.00;928.25
45000.00;677.00
10000.00;446.50
3000.00;225.00
41500.00;646.10
0.00;0.00
5000.00;265.00
48600.00;718.20
50000.00;361.75
1000.00;225.00
43000.00;325.70
10000.00;316.50
368000.00;4003.90
31905.00;543.10
13500.00;357.70
79225.00;1037.50
360000.00;3921.50
0.00;6887.50
120000.00;1449.50
0.00;200.00
25000.00;233.00
8600.00;306.20
100000.00;1243.50
3000.00;225.00
0.00;600.00
0.00;160.00
0.00;180.00
103000.00;1274.40
3000.00;225.00
40000.00;625.50
28500.00;512.20
3000.00;225.00
0.00;170.00
6000.00;275.30
0.00;0.00
0.00;160.00
158200.00;1123.10
100000.00;1243.50
0.00;170.00
21000.00;429.80
1000.00;195.00
1000.00;225.00
75000.00;986.00
35000.00;291.10
23350.00;460.70
12000.00;337.10
30000.00;522.50
80000.00;516.25
15875.00;226.65
12000.00;166.05
1000.00;225.00
0.00;260.00
0.00;160.00
7500.00;295.90
60000.00;801.50
0.00;170.00
3000.00;225.00
3000.00;225.00
150234.00;1768.80
1000.00;195.00
0.00;420.00
2500.00;195.00
0.00;100.00
40500.00;635.80
8875.00;306.20
5000.00;265.00
8000.00;295.90
100000.00;1243.50
0.00;200.00
88100.00;1130.20
0.00;160.00
174894.00;2016.00
115000.00;696.50
10000.00;286.50
328190.00;3602.20
0.00;200.00
10000.00;155.75
15000.00;368.00
193344.00;2211.70
25000.00;233.00
8000.00;295.90
683915.00;7258.70
91957.00;1161.10
38000.00;604.90
0.00;160.00
0.00;0.00
84837.00;1089.00
10200.00;326.80
1000.00;225.00
1000.00;225.00
0.00;0.00
295000.00;1623.50
7000.00;285.60
7350.00;265.90
0.00;200.00
4900000.00;50683.50
13500.00;176.35
33600.00;563.70
9000.00;306.20
19250.00;419.50
185801.00;2129.30
466250.00;5023.60
0.00;0.00
3000.00;225.00
11000.00;214.18
25000.00;471.00
25670.00;536.30
170857.00;1974.80
50000.00;728.50
0.00;130.00
100.00;280.00
15000.00;181.50
100000.00;1243.50
212240.00;2407.40
200000.00;2273.50
0.00;420.00
100.00;280.00
20500.00;399.80
0.00;190.00
4063.00;265.00
25000.00;471.00
155000.00;1810.00
47000.00;346.30
0.00;1489.40
15000.00;368.00
86000.00;1099.30
0.00;472.00
10000.00;446.50
55000.00;780.00
0.00;180.00
0.00;420.00
13300.00;357.70
13250.00;327.70
27000.00;491.60
32400.00;553.40
0.00;170.00
0.00;170.00
2000.00;225.00
5000.00;265.00
0.00;100.00
12000.00;166.05
0.00;160.00
195000.00;2222.00
0.00;160.00
0.00;160.00
3000.00;225.00
147500.00;1737.90
70000.00;934.50
0.00;160.00
30000.00;522.50
15000.00;368.00
121138.00;1470.10
0.00;200.00
2000.00;225.00
150000.00;1758.50
20880.00;372.40
0.00;160.00
147000.00;1727.60
0.00;160.00
2400.00;225.00
83000.00;1068.40
116850.00;1418.60
110160.00;1356.80
11750.00;307.10
0.00;160.00
60000.00;831.50
0.00;160.00
0.00;170.00
120000.00;1449.50
225000.00;1263.00
0.00;160.00
176017.00;2196.60
120000.00;1449.50
536400.00;5744.60
10000.00;316.50
0.00;160.00
0.00;160.00
36800.00;594.60
0.00;160.00
0.00;0.00
400000.00;4333.50
9000.00;150.60
55000.00;780.00
232560.00;2613.40
49500.00;728.50
8925.00;306.20
0.00;0.00
60000.00;831.50
5000.00;130.00
0.00;190.00
53000.00;759.40
0.00;170.00
5000.00;265.00
0.00;170.00
3000.00;225.00
0.00;4173.88
0.00;200.00
0.00;200.00
4995.00;235.00
400000.00;4333.50
245000.00;1366.00
0.00;180.00
25000.00;471.00
50000.00;728.50
0.00;260.00
3000.00;195.00
0.00;160.00
12000.00;337.10
0.00;554.08
0.00;100.00
0.00;420.00
76000.00;996.30
0.00;470.00
0.00;400.00
0.00;200.00
0.00;200.00
200000.00;2273.50
8500.00;276.20
0.00;160.00
50000.00;728.50
3000.00;130.00
0.00;200.00
167000.00;1933.60
252000.00;2809.10
5000.00;425.00
8500.00;276.20
14000.00;176.35
7500.00;145.45
0.00;200.00
15000.00;423.00
0.00;0.00
40000.00;755.50
30000.00;522.50
419700.00;4539.50
0.00;200.00
477240.00;5136.90
22500.00;450.40
1000000.00;10513.50
10000.00;195.75
130000.00;1552.50
8000.00;295.90
35000.00;574.00
0.00;190.00
37000.00;594.60
79362.00;1167.50
0.00;130.00
20000.00;419.50
38000.00;574.90
0.00;160.00
55000.00;780.00
366000.00;3983.30
0.00;130.00
1000000.00;10513.50
148250.00;1748.20
4000000.00;41413.50
0.00;0.00
15000.00;368.00
152601.00;1789.40
2500.00;130.00
25000.00;441.00
453713.00;4889.70
45000.00;677.00
46000.00;341.15
2500.00;225.00
0.00;160.00
31565.00;269.05
26976.00;243.30
72903.00;1125.40
60000.00;831.50
3000.00;130.00
5000.00;235.00
30000.00;492.50
5850.00;275.30
101700.00;2396.90
43155.00;666.70
75000.00;986.00
30621.00;263.90
0.00;320.00
45000.00;677.00
5000.00;265.00
0.00;298.00
42200.00;656.40
6000.00;275.30
0.00;170.00
15000.00;368.00
120000.00;1449.50
30000.00;522.50
0.00;0.00
0.00;130.00
3000.00;225.00
55000.00;940.00
0.00;706.64
15500.00;378.30
0.00;420.00
46000.00;341.15
576369.00;6156.60
150000.00;1758.50
37500.00;299.95
80000.00;1037.50
75000.00;1146.00
0.00;260.00
1000.00;195.00
0.00;170.00
186000.00;2129.30
0.00;1512.00
20000.00;419.50
67000.00;903.60
0.00;420.00
0.00;19598.02
90000.00;1140.50
0.00;200.00
5000.00;130.00
282000.00;3118.10
18000.00;453.90
0.00;160.00
20100.00;429.80
10000.00;315.75
0.00;0.00
0.00;160.00
0.00;160.00
4400.00;130.00
1000.00;225.00
5000.00;265.00
10000.00;316.50
